fecha,ubigeo,cunamas_diurno,cunamas_familias,juntos_afiliados,juntos_abonados,foncodes_usuarios,foncodes_proyectos_culminados,foncodes_proyectos_ejecucion,haku_winay_ejecucion,haku_winay_culminados,pension65_usuarios,qali_warma_ninos,qali_warma_instituciones,contigo_usuarios,pais_tambos,pais_atenciones,pais_beneficiarios
20240831,20302,0.0,88.0,182.0,182.0,,,,,,150.0,363.0,17.0,23.0,,,
20240831,20303,0.0,40.0,120.0,120.0,,,,,,179.0,273.0,9.0,8.0,1.0,1968.0,608.0
20240831,20304,0.0,85.0,172.0,166.0,,,,,,147.0,498.0,15.0,8.0,,,
20240831,20305,0.0,180.0,478.0,468.0,0.0,2.0,,0.0,830.0,433.0,1073.0,42.0,20.0,1.0,1833.0,656.0
20240831,20306,0.0,60.0,138.0,138.0,,,,,,105.0,226.0,10.0,4.0,,,
20240831,20401,0.0,89.0,104.0,105.0,,,,,,520.0,695.0,28.0,66.0,,,
20240831,20402,0.0,80.0,233.0,233.0,,,,,,405.0,574.0,29.0,67.0,,,
20240831,20501,63.0,0.0,49.0,46.0,,,,,,308.0,531.0,10.0,23.0,,,
20240831,20502,,,4.0,3.0,,,,,,10.0,29.0,2.0,,1.0,293.0,135.0
20240831,20503,0.0,20.0,65.0,65.0,,,,,,164.0,133.0,11.0,25.0,,,
20240831,20504,,,27.0,27.0,,,,,,189.0,303.0,17.0,18.0,,,
20240831,20505,0.0,29.0,22.0,22.0,,,,,,103.0,223.0,11.0,23.0,,,
20240831,20506,,,7.0,7.0,,,,,,22.0,18.0,2.0,1.0,,,
20240831,20507,0.0,40.0,36.0,34.0,,,,,,190.0,288.0,12.0,13.0,,,
20240831,20508,88.0,0.0,107.0,104.0,,,,,,350.0,1209.0,22.0,25.0,,,
20240831,20509,,,31.0,28.0,,,,,,220.0,210.0,17.0,10.0,,,
20240831,20510,,,64.0,64.0,,,,,,148.0,134.0,13.0,7.0,,,
20240831,20511,,,15.0,14.0,,,,,,42.0,26.0,4.0,,,,
20240831,20512,,,23.0,23.0,,,,,,90.0,46.0,4.0,2.0,,,
20240831,20513,,,61.0,61.0,,,,,,159.0,103.0,4.0,7.0,,,
20240831,20514,,,12.0,11.0,,,,,,44.0,23.0,3.0,1.0,,,
20240831,20515,,,36.0,36.0,,,,,,86.0,58.0,4.0,2.0,1.0,1399.0,288.0
20240831,20601,16.0,217.0,258.0,255.0,,,,0.0,547.0,951.0,2567.0,49.0,92.0,,,
20240831,20602,0.0,90.0,43.0,41.0,,,,,,168.0,328.0,8.0,29.0,,,
20240831,20603,0.0,49.0,53.0,52.0,,,,,,197.0,116.0,8.0,8.0,,,
20240831,20604,12.0,40.0,180.0,175.0,,,,,,224.0,305.0,14.0,24.0,,,
20240831,20605,0.0,50.0,94.0,94.0,,,,,,147.0,295.0,10.0,11.0,,,
20240831,20606,84.0,213.0,635.0,627.0,,,,0.0,800.0,800.0,2023.0,32.0,80.0,,,
20240831,20607,0.0,54.0,94.0,94.0,,,,,,132.0,180.0,7.0,12.0,,,
20240831,20608,0.0,66.0,228.0,229.0,,,,0.0,400.0,285.0,410.0,12.0,32.0,,,
20240831,20609,0.0,98.0,159.0,161.0,1640.0,,2.0,400.0,421.0,336.0,398.0,11.0,28.0,,,
20240831,20610,20.0,80.0,80.0,80.0,,,,,,239.0,303.0,8.0,31.0,,,
20240831,20611,0.0,118.0,248.0,245.0,,,,,,200.0,693.0,14.0,51.0,,,
20240831,20701,0.0,239.0,899.0,898.0,,,,0.0,1205.0,998.0,2155.0,70.0,103.0,,,
20240831,20702,,,355.0,352.0,,,,,,331.0,591.0,29.0,34.0,,,
20240831,20703,0.0,160.0,444.0,445.0,,,,,,538.0,922.0,28.0,68.0,,,
20240831,20801,104.0,6.0,617.0,575.0,,,,,,745.0,5925.0,43.0,187.0,,,
20240831,20802,0.0,5.0,286.0,288.0,,,,,,366.0,799.0,20.0,41.0,,,
20240831,20803,0.0,14.0,52.0,48.0,,,,,,84.0,251.0,9.0,19.0,,,
20240831,20804,0.0,101.0,663.0,645.0,,,,,,699.0,2126.0,30.0,51.0,,,
20240831,20901,,,100.0,97.0,,,,,,162.0,378.0,10.0,12.0,,,
20240831,20902,0.0,22.0,29.0,29.0,,,,0.0,115.0,70.0,55.0,4.0,3.0,,,
20240831,20903,,,35.0,35.0,820.0,,1.0,200.0,0.0,28.0,78.0,5.0,,,,
20240831,20904,0.0,58.0,89.0,89.0,,,,0.0,285.0,180.0,587.0,25.0,26.0,,,
20240831,20905,,,57.0,56.0,820.0,,1.0,200.0,0.0,111.0,291.0,7.0,14.0,,,
20240831,20906,,,55.0,55.0,820.0,,1.0,200.0,0.0,75.0,89.0,7.0,8.0,,,
20240831,20907,,,7.0,7.0,820.0,,1.0,200.0,0.0,31.0,64.0,2.0,8.0,,,
20240831,21001,86.0,81.0,324.0,319.0,,,,,,886.0,1692.0,34.0,61.0,,,
20240831,21002,0.0,57.0,140.0,140.0,,,,,,197.0,295.0,11.0,12.0,,,
20240831,21003,18.0,85.0,317.0,312.0,,,,,,260.0,491.0,23.0,21.0,,,
20240831,21004,17.0,206.0,867.0,860.0,,,,,,730.0,2346.0,59.0,143.0,,,
20240831,21005,0.0,57.0,174.0,173.0,,,,,,185.0,435.0,17.0,17.0,,,
20240831,21006,,,131.0,130.0,,,,,,197.0,332.0,14.0,9.0,,,
20240831,21007,0.0,112.0,327.0,324.0,,,,,,332.0,701.0,32.0,19.0,,,
20240831,21008,0.0,82.0,221.0,220.0,,,,,,311.0,474.0,18.0,21.0,,,
20240831,21009,0.0,74.0,105.0,105.0,,,,,,210.0,301.0,13.0,16.0,,,
20240831,21010,,,141.0,139.0,,,,,,197.0,260.0,11.0,7.0,,,
20240831,21011,0.0,97.0,208.0,207.0,,,,,,335.0,620.0,26.0,27.0,,,
20240831,21012,,,30.0,30.0,,,,,,42.0,139.0,4.0,1.0,,,
20240831,21013,,,136.0,133.0,,,,,,152.0,245.0,11.0,15.0,,,
20240831,21014,70.0,237.0,971.0,965.0,,,,,,1115.0,3539.0,67.0,166.0,,,
20240831,21015,0.0,146.0,240.0,238.0,,,,,,249.0,643.0,17.0,20.0,,,
20240831,21016,,,31.0,29.0,,,,,,166.0,202.0,13.0,14.0,,,
20240831,21101,96.0,52.0,507.0,460.0,,,,,,361.0,3768.0,41.0,110.0,,,
20240831,21102,,,69.0,69.0,,,,0.0,160.0,109.0,135.0,15.0,,,,
20240831,21103,0.0,17.0,48.0,48.0,,,,,,121.0,474.0,15.0,26.0,,,
20240831,21104,0.0,14.0,41.0,40.0,,,,,,86.0,252.0,7.0,4.0,,,
20240831,21105,0.0,16.0,31.0,30.0,,,,0.0,240.0,138.0,82.0,10.0,9.0,,,
20240831,21201,142.0,340.0,831.0,814.0,,,,0.0,412.0,1166.0,5355.0,64.0,154.0,1.0,517.0,451.0
20240831,21202,,,35.0,34.0,,,,,,97.0,96.0,9.0,5.0,,,
20240831,21203,0.0,45.0,130.0,129.0,,,,,,146.0,203.0,9.0,7.0,,,
20240831,21204,,,106.0,106.0,,,,0.0,400.0,220.0,168.0,7.0,17.0,,,
20240831,21205,0.0,69.0,134.0,134.0,,,,,,200.0,390.0,12.0,10.0,,,
20240831,21206,0.0,326.0,951.0,939.0,,,,0.0,835.0,830.0,1802.0,76.0,21.0,1.0,1681.0,325.0
20240831,21207,0.0,267.0,594.0,592.0,1230.0,,2.0,300.0,1007.0,631.0,1318.0,39.0,76.0,,,
20240831,21208,0.0,226.0,415.0,413.0,,,,0.0,400.0,423.0,871.0,20.0,38.0,1.0,1186.0,847.0
20240831,21209,0.0,43.0,89.0,89.0,,,,,,169.0,183.0,9.0,8.0,,,
20240831,21210,0.0,65.0,277.0,274.0,,,,,,187.0,430.0,13.0,18.0,,,
20240831,21301,0.0,90.0,99.0,97.0,,,,,,278.0,550.0,15.0,40.0,,,
20240831,21302,0.0,134.0,456.0,454.0,1640.0,,2.0,400.0,0.0,458.0,756.0,29.0,20.0,,,
20240831,21303,0.0,47.0,150.0,149.0,,,,,,133.0,318.0,9.0,26.0,,,
20240831,21304,0.0,78.0,227.0,226.0,1640.0,,2.0,400.0,0.0,178.0,300.0,24.0,7.0,,,
20240831,21305,0.0,44.0,93.0,93.0,,,,,,158.0,216.0,11.0,20.0,1.0,537.0,416.0
20240831,21306,0.0,256.0,750.0,750.0,,,,0.0,433.0,455.0,1447.0,40.0,118.0,,,
20240831,21307,0.0,100.0,309.0,309.0,1640.0,,2.0,400.0,0.0,304.0,480.0,18.0,27.0,1.0,3565.0,409.0
20240831,21308,0.0,13.0,22.0,21.0,,,,,,85.0,78.0,8.0,20.0,,,
20240831,21401,,,53.0,52.0,,,,,,99.0,162.0,6.0,19.0,,,
20240831,21402,,,12.0,12.0,,,,,,63.0,61.0,4.0,8.0,,,
20240831,21403,,,2.0,2.0,,,,,,18.0,35.0,3.0,5.0,,,
20240831,21404,,,5.0,5.0,,,,,,66.0,30.0,4.0,3.0,,,
20240831,21405,,,114.0,110.0,,,,,,111.0,198.0,14.0,7.0,,,
20240831,21406,,,9.0,9.0,,,,,,121.0,112.0,9.0,8.0,,,
20240831,21407,,,4.0,4.0,,,,,,23.0,20.0,2.0,4.0,,,
20240831,21408,,,12.0,12.0,,,,,,61.0,32.0,3.0,1.0,,,
20240831,21409,,,9.0,9.0,,,,,,66.0,147.0,9.0,7.0,,,
20240831,21410,,,22.0,21.0,,,,,,50.0,47.0,6.0,1.0,,,
20240831,21501,0.0,90.0,109.0,109.0,,,,,,123.0,698.0,14.0,12.0,,,
20240831,21502,0.0,30.0,28.0,28.0,820.0,,1.0,200.0,0.0,98.0,231.0,12.0,5.0,,,
20240831,21503,0.0,310.0,913.0,900.0,,,,0.0,466.0,524.0,2381.0,47.0,24.0,,,
20240831,21504,0.0,30.0,41.0,41.0,,,,,,54.0,101.0,4.0,3.0,,,
20240831,21505,0.0,30.0,22.0,20.0,820.0,,1.0,200.0,0.0,36.0,197.0,7.0,3.0,,,
20240831,21506,,,41.0,39.0,,,,,,58.0,97.0,9.0,5.0,,,
20240831,21507,,,36.0,36.0,,,,,,34.0,77.0,2.0,,,,
20240831,21508,0.0,99.0,207.0,204.0,820.0,,2.0,400.0,0.0,243.0,543.0,18.0,6.0,,,
20240831,21509,0.0,148.0,309.0,303.0,,,,0.0,799.0,319.0,957.0,36.0,26.0,,,
20240831,21510,,,36.0,36.0,,,,,,32.0,156.0,11.0,5.0,,,
20240831,21511,0.0,99.0,170.0,167.0,1640.0,,2.0,400.0,0.0,172.0,465.0,20.0,13.0,,,
20240831,21601,92.0,448.0,1420.0,1411.0,,,,0.0,400.0,1186.0,3520.0,90.0,148.0,2.0,990.0,443.0
20240831,21602,12.0,91.0,342.0,343.0,,,,,,308.0,673.0,32.0,35.0,,,
20240831,21603,0.0,237.0,690.0,687.0,,,,0.0,900.0,706.0,1376.0,50.0,109.0,1.0,90.0,66.0
20240831,21604,0.0,100.0,316.0,314.0,,,,,,203.0,365.0,20.0,56.0,1.0,933.0,515.0
20240831,21701,48.0,73.0,236.0,237.0,,,,,,460.0,659.0,26.0,47.0,1.0,1203.0,495.0
20240831,21702,20.0,80.0,142.0,140.0,,,,,,242.0,283.0,16.0,52.0,,,
20240831,21703,,,6.0,5.0,,,,,,36.0,60.0,2.0,15.0,,,
20240831,21704,0.0,19.0,38.0,36.0,,,,,,139.0,62.0,6.0,4.0,1.0,213.0,153.0
20240831,21705,0.0,30.0,58.0,57.0,,,,,,126.0,122.0,7.0,14.0,,,
20240831,21706,0.0,20.0,10.0,10.0,,,,,,161.0,48.0,3.0,8.0,,,
20240831,21707,0.0,20.0,35.0,35.0,,,,,,103.0,88.0,8.0,5.0,,,
20240831,21708,0.0,71.0,64.0,63.0,,,,,,146.0,211.0,13.0,4.0,1.0,459.0,160.0
20240831,21709,,,28.0,28.0,,,,,,68.0,50.0,3.0,7.0,,,
20240831,21710,12.0,41.0,95.0,94.0,,,,,,186.0,369.0,18.0,40.0,,,
20240831,21801,706.0,150.0,1316.0,1162.0,,,,,,976.0,23379.0,155.0,247.0,,,
20240831,21802,0.0,166.0,248.0,241.0,,,,0.0,430.0,351.0,1036.0,57.0,36.0,,,
20240831,21803,100.0,0.0,205.0,179.0,,,,,,79.0,1866.0,10.0,31.0,,,
20240831,21804,0.0,109.0,217.0,213.0,,,,0.0,429.0,136.0,577.0,65.0,10.0,,,
20240831,21805,78.0,108.0,144.0,138.0,,,,,,351.0,1530.0,40.0,54.0,,,
20240831,21806,84.0,0.0,188.0,178.0,,,,,,125.0,2220.0,21.0,16.0,,,
20240831,21807,,,110.0,107.0,,,,,,55.0,1138.0,14.0,23.0,,,
20240831,21808,156.0,0.0,376.0,352.0,,,,,,299.0,4167.0,37.0,184.0,,,
20240831,21809,675.0,0.0,1270.0,1151.0,,,,,,640.0,17909.0,108.0,271.0,,,
20240831,21901,83.0,0.0,122.0,123.0,,,,,,344.0,1152.0,29.0,45.0,,,
20240831,21902,0.0,57.0,157.0,156.0,1640.0,,2.0,400.0,0.0,128.0,568.0,11.0,7.0,,,
20240831,21903,0.0,4.0,38.0,37.0,,,,,,51.0,73.0,9.0,1.0,,,
20240831,21904,0.0,91.0,182.0,180.0,,,,,,300.0,442.0,18.0,16.0,,,
20240831,21905,0.0,56.0,87.0,85.0,,,,,,92.0,167.0,9.0,10.0,,,
20240831,21906,0.0,83.0,380.0,376.0,,,,,,400.0,773.0,28.0,23.0,,,
20240831,21907,0.0,86.0,222.0,221.0,,,,,,216.0,412.0,16.0,29.0,,,
20240831,21908,0.0,105.0,213.0,210.0,,,,,,243.0,358.0,27.0,22.0,,,
20240831,21909,15.0,327.0,963.0,959.0,1640.0,,2.0,400.0,0.0,625.0,1321.0,66.0,134.0,,,
20240831,21910,0.0,64.0,130.0,129.0,,,,,,161.0,210.0,10.0,16.0,,,
20240831,22001,97.0,207.0,502.0,498.0,,,,,,1729.0,4782.0,85.0,124.0,,,
20240831,22002,0.0,30.0,151.0,151.0,2050.0,,2.0,500.0,0.0,159.0,377.0,16.0,14.0,,,
20240831,22003,0.0,81.0,117.0,117.0,,,,,,678.0,1222.0,30.0,60.0,,,
20240831,22004,0.0,20.0,64.0,64.0,,,,,,76.0,249.0,7.0,11.0,,,
20240831,22005,0.0,437.0,1377.0,1362.0,,,,0.0,1694.0,826.0,2865.0,91.0,62.0,,,
20240831,22006,20.0,50.0,198.0,197.0,,,,,,210.0,595.0,14.0,30.0,,,
20240831,22007,0.0,40.0,160.0,155.0,,,,,,161.0,288.0,21.0,2.0,,,
20240831,22008,0.0,170.0,559.0,564.0,,,,0.0,900.0,588.0,1088.0,40.0,80.0,,,
20240831,30101,659.0,264.0,1584.0,1471.0,,,,,,1647.0,11779.0,87.0,357.0,1.0,688.0,242.0
20240831,30102,28.0,8.0,102.0,97.0,,,,,,167.0,275.0,6.0,20.0,,,
20240831,30103,0.0,15.0,84.0,84.0,0.0,2.0,,0.0,400.0,385.0,136.0,22.0,38.0,2.0,1482.0,604.0
20240831,30104,235.0,241.0,1195.0,1176.0,,,,0.0,443.0,1419.0,2964.0,80.0,173.0,2.0,1496.0,869.0
20240831,30105,0.0,116.0,272.0,267.0,,,,0.0,417.0,415.0,540.0,27.0,68.0,1.0,423.0,240.0
20240831,30106,0.0,58.0,136.0,136.0,,,,0.0,413.0,579.0,338.0,23.0,69.0,1.0,766.0,244.0
20240831,30107,0.0,71.0,281.0,276.0,0.0,2.0,,0.0,400.0,549.0,327.0,30.0,60.0,,,
20240831,30108,31.0,21.0,198.0,201.0,0.0,2.0,,0.0,400.0,337.0,550.0,16.0,27.0,,,
20240831,30109,196.0,1.0,204.0,197.0,,,,,,443.0,1170.0,20.0,79.0,,,
20240831,30201,676.0,903.0,1684.0,1622.0,,,,,,1446.0,7767.0,76.0,134.0,,,
20240831,30202,0.0,236.0,719.0,711.0,1722.0,,2.0,420.0,0.0,854.0,1061.0,41.0,112.0,,,
20240831,30203,0.0,42.0,100.0,99.0,,,,,,156.0,164.0,8.0,3.0,,,
20240831,30204,80.0,79.0,442.0,438.0,,,,0.0,811.0,554.0,865.0,38.0,65.0,,,
20240831,30205,60.0,76.0,422.0,411.0,2050.0,,2.0,500.0,0.0,539.0,903.0,32.0,97.0,1.0,634.0,334.0
20240831,30206,0.0,14.0,94.0,93.0,,,,0.0,200.0,104.0,109.0,6.0,4.0,,,
20240831,30207,92.0,153.0,698.0,690.0,0.0,2.0,,0.0,400.0,528.0,1192.0,45.0,94.0,1.0,256.0,211.0
20240831,30208,64.0,80.0,327.0,321.0,,,,0.0,832.0,468.0,584.0,28.0,48.0,,,
20240831,30209,100.0,156.0,708.0,701.0,,,,,,1013.0,1142.0,40.0,222.0,,,
20240831,30210,0.0,116.0,267.0,263.0,0.0,2.0,,0.0,440.0,225.0,595.0,25.0,35.0,,,
20240831,30211,0.0,42.0,94.0,93.0,820.0,,2.0,320.0,0.0,104.0,106.0,4.0,15.0,,,
20240831,30212,0.0,109.0,282.0,275.0,1640.0,,2.0,400.0,306.0,309.0,351.0,23.0,32.0,1.0,535.0,397.0
20240831,30213,288.0,508.0,1286.0,1262.0,,,,,,1152.0,5258.0,59.0,194.0,,,
20240831,30214,0.0,98.0,241.0,238.0,1107.0,,2.0,539.0,0.0,195.0,439.0,15.0,31.0,1.0,215.0,128.0
